"District_C11ID","Area.Other.Kharif.Pulses","Prod.Other.Kharif.Pulses","Yield.Other.Kharif.Pulses","Area.Moong","Prod.Moong","Yield.Moong","Area.Moth","Prod.Moth","Yield.Moth","Area.Other.Rabi.Pulses","Prod.Other.Rabi.Pulses","Yield.Other.Rabi.Pulses","Area.Peas...Beans..Pulses.","Prod.Peas...Beans..Pulses.","Yield.Peas...Beans..Pulses.","Area.Urad","Prod.Urad","Yield.Urad","Area.Gram","Prod.Gram","Yield.Gram","Area.Masoor","Prod.Masoor","Yield.Masoor","Area.HorseGram","Prod.HorseGram","Yield.HorseGram","Area.Arhar..Tur.","Prod.Arhar..Tur.","Yield.Arhar..Tur.","areaTot","prodTot","yieldTot","diversity","dominant_pulses"
134,4096,3355,0.82,24.625,11.625,0.46875,2,1,0.5,135.5,129,0.95,195.285714285714,231.857142857143,1.21285714285714,2605.625,1925.25,0.7675,167.818181818182,150.090909090909,0.891818181818182,1881,1514.22222222222,0.785555555555556,NA,NA,NA,132.375,122.375,0.81625,9240.2288961039,7440.42027417027,0.805220342247961,3.13817811557984,"Area.Other.Kharif.Pulses"
135,12921,10466,0.81,164.25,48.5,0.3075,10.5,4,0.435,258.5,247,0.955,330.428571428571,397.714285714286,1.21285714285714,13145.875,10678,0.79625,50.5454545454545,45.8181818181818,0.890909090909091,2621.44444444444,2222.44444444444,0.815555555555556,NA,NA,NA,1737.125,1311.5,0.8175,31239.6684704185,25420.9769119769,0.813740291003683,2.78943783497723,"Area.Urad"
136,2692,2206,0.82,35.625,19.5,0.51125,NA,NA,NA,782,748.5,0.955,930.714285714286,1141.85714285714,1.21428571428571,2449.75,2201.125,0.8175,53.2222222222222,48.2222222222222,0.896666666666667,2233.55555555556,2245.22222222222,0.915555555555556,NA,NA,NA,206.375,205.375,0.8325,9383.24206349206,8815.80158730159,0.939526181638407,4.45542483521643,"Area.Other.Kharif.Pulses"
137,2824,2306,0.82,63.5,15.5,0.29,3.5,1.5,0.45,106,101.5,0.95,163.857142857143,198,1.21285714285714,3102.375,2328.375,0.76875,2.44444444444444,2.11111111111111,0.94,184.111111111111,169.555555555556,0.843333333333333,NA,NA,NA,555.5,477.875,0.8175,7005.2876984127,5600.41666666667,0.799455626631244,2.72871352888049,"Area.Urad"
138,951,530,0.56,148.375,86.5,0.61625,NA,NA,NA,270,258.5,0.955,459.428571428571,549.285714285714,1.21428571428571,1149.125,530.25,0.47375,114.636363636364,102.545454545455,0.89,412.555555555556,316.111111111111,0.766666666666667,NA,NA,NA,972.625,771.25,0.80375,4477.74549062049,3144.44227994228,0.702237830740699,5.47786574853687,"Area.Urad"
139,482,279,0.58,94.75,52.375,0.61875,NA,NA,NA,50,47.5,0.95,67.6,80.2,1.206,459.5,220,0.4825,66.9,60.6,0.896,122.888888888889,94.1111111111111,0.767777777777778,NA,NA,NA,1105.625,900,0.8025,2449.26388888889,1733.78611111111,0.707880485633439,3.52565939191703,"Area.Arhar..Tur."
140,593,337,0.57,153.25,96.5,0.57625,NA,NA,NA,525,501.5,0.955,422.166666666667,522.833333333333,1.22333333333333,531.125,251.625,0.46125,38.3636363636364,35.3636363636364,0.988181818181818,259.444444444444,198.111111111111,0.766666666666667,NA,NA,NA,2087.375,1674.25,0.8025,4609.72474747475,3617.18308080808,0.784685264079945,3.83774230226246,"Area.Arhar..Tur."
141,210,125,0.6,289.875,175.5,0.63375,NA,NA,NA,109.5,104,0.955,120.428571428571,144.142857142857,1.21428571428571,89.875,44.625,0.4825,41.1428571428571,38.5714285714286,0.957142857142857,171.888888888889,129.444444444444,0.766666666666667,NA,NA,NA,2819.5,2624,0.9175,3852.21031746032,3385.28373015873,0.878789954643644,1.82225003685772,"Area.Arhar..Tur."
142,3296,1913,0.58,1779.75,943,0.5275,1,0,0.1,537,516,0.955,747.571428571429,908,1.21428571428571,1529.125,718.75,0.45875,181.181818181818,167,0.887272727272727,1234.11111111111,947.777777777778,0.766666666666667,NA,NA,NA,13355.75,10387.125,0.77625,22661.4893578644,16500.6527777778,0.728136289597023,2.60485424126384,"Area.Arhar..Tur."
143,4318,1766,0.41,3654.75,1468.625,0.395,8.75,3,0.3675,550.5,522.5,0.955,835.714285714286,1488.71428571429,1.57857142857143,704.5,341.625,0.46125,432.545454545455,493.363636363636,1.09909090909091,1820.33333333333,1541,0.841111111111111,NA,NA,NA,17843.875,13541.25,0.74875,30168.9680735931,21166.0779220779,0.70158441848081,2.56092970279073,"Area.Arhar..Tur."
144,1685,674,0.4,2110.125,998.375,0.50625,3,1,0.33,105.5,99.5,0.95,405.285714285714,726.571428571429,1.57857142857143,193.75,89,0.47875,247.909090909091,289.727272727273,1.10454545454545,525.777777777778,445.222222222222,0.852222222222222,NA,NA,NA,7008.125,5813.875,0.7975,12284.4725829726,9137.27092352092,0.743806529894171,2.64953525243288,"Area.Arhar..Tur."
145,1134,470,0.41,1080.25,668.5,0.53375,3,1,0.33,15,14,0.93,51.1666666666667,92.5,1.68333333333333,322.125,143.625,0.45625,107.090909090909,125.727272727273,1.21272727272727,59.6666666666667,51,0.852222222222222,NA,NA,NA,3861.375,3040.875,0.7775,6633.67424242424,4607.22727272727,0.694521181529044,2.51679970505153,"Area.Arhar..Tur."
146,382,198,0.52,201.625,93,0.43875,4.75,2,0.445,246.5,234.5,0.955,362.285714285714,661.285714285714,1.75142857142857,364.875,155.875,0.43875,4879.09090909091,5597.09090909091,1.17727272727273,839.444444444444,708.777777777778,0.852222222222222,NA,NA,NA,3092.875,4293.25,1.095,10373.4460678211,11943.7794011544,1.15138010291533,3.11116435389251,"Area.Gram"
147,3250,1499,0.46,1500.25,782.75,0.515,3.25,1.25,0.53,805.5,761.5,0.955,1185.71428571429,2038.85714285714,1.71,1333.75,821.25,0.60375,1490.54545454545,1719.90909090909,1.19363636363636,63.4444444444444,53.8888888888889,0.854444444444444,NA,NA,NA,1335.75,993.625,0.785,10968.2041847042,8672.03012265512,0.790651776409194,5.82379907628557,"Area.Other.Kharif.Pulses"
148,5334,2157,0.4,4091.5,2981.125,0.76375,1,1,1,1646.5,1568.5,0.955,1516.42857142857,2688.28571428571,1.74857142857143,1594,1039,0.63,1109.45454545455,1318.09090909091,1.19727272727273,91,76.2222222222222,0.86,NA,NA,NA,1272.125,1043,0.80875,16656.0081168831,12872.2238455988,0.772827664063823,4.98954742275666,"Area.Other.Kharif.Pulses"
149,24630,17776,0.72,316.375,125.375,0.395,186.5,72.75,0.37,831,789.5,0.955,1471.57142857143,2330.57142857143,1.53142857142857,19039.25,13647.625,0.72875,266.454545454545,242.818181818182,0.891818181818182,9607.88888888889,9089.88888888889,0.992222222222222,NA,NA,NA,1513.875,1340,0.87625,57862.9148629149,45414.5284992785,0.784864167435597,3.13848129309737,"Area.Other.Kharif.Pulses"
150,7009,5319,0.76,36.2857142857143,13.7142857142857,0.444285714285714,3,1,0.33,907.5,866.5,0.955,1244.85714285714,1914.85714285714,1.53,4290.5,2659.125,0.665,45.9090909090909,42.1818181818182,0.893636363636364,9485.33333333333,7333.44444444444,0.794444444444444,NA,NA,NA,276.25,249.625,0.8775,23298.6352813853,18399.4476911977,0.789722121874587,3.39353478735593,"Area.Masoor"
151,308,218,0.71,19.125,11.125,0.63625,NA,NA,NA,303.5,290,0.955,262.428571428571,407,1.53,289.75,177,0.61125,11.2727272727273,9.90909090909091,0.908181818181818,4200.66666666667,3204.66666666667,0.774444444444444,NA,NA,NA,120.25,109,0.8725,5514.99296536797,4426.70075757576,0.80266661904625,1.68969723580373,"Area.Masoor"
152,8300,5128,0.62,89.375,41.25,0.465,2,1,0.5,1040,987.5,0.955,916,1400.71428571429,1.53142857142857,8638.5,3245.375,0.385,566.636363636364,527.363636363636,0.891818181818182,13749.4444444444,11631.4444444444,0.867777777777778,NA,NA,NA,605.625,527.75,0.875,33907.5808080808,23490.3973665224,0.692777155040332,3.43019546737797,"Area.Masoor"
153,2940,1266,0.43,134.625,57.625,0.4275,NA,NA,NA,611,582.5,0.955,742.285714285714,830.285714285714,1.12571428571429,3441.875,1533.75,0.4425,156.272727272727,145.909090909091,0.920909090909091,21172.4444444444,17236.6666666667,0.821111111111111,NA,NA,NA,1638.625,1349.625,0.82875,30837.1278860029,23002.3614718615,0.745930735083222,2.01291143744939,"Area.Masoor"
154,12203,6064,0.5,19.4285714285714,7.28571428571429,0.435714285714286,NA,NA,NA,1661,1583,0.955,2478,2819.57142857143,1.12571428571429,10440.375,3975.75,0.37625,1266.54545454545,1170.54545454545,0.922727272727273,26953.7777777778,20025.8888888889,0.744444444444444,NA,NA,NA,7724.125,8117.75,1.045,62746.2518037518,43763.7914862915,0.697472601601275,3.73330303969014,"Area.Masoor"
155,22847,12350,0.54,343.875,146.125,0.42875,5,1.33333333333333,0.276666666666667,884,836,0.955,1121.42857142857,1290.28571428571,1.15857142857143,23360.375,10847.625,0.4625,2653.63636363636,2593.27272727273,0.898181818181818,10195,8742.44444444445,0.874444444444444,NA,NA,NA,3560.75,3295.5,0.92875,64971.0649350649,40102.5862193362,0.617237631235021,3.53683185048397,"Area.Urad"
156,23542,12364,0.53,3387.875,1095.375,0.31,21,7,0.36,1307.5,1249,0.955,1359.14285714286,1497.71428571429,1.12571428571429,19464.375,9236.75,0.45375,4530.45454545455,4159.45454545455,0.915454545454545,1076,885.666666666667,0.825555555555556,NA,NA,NA,4748.625,5272.75,1.08625,59436.9724025974,35767.7104978355,0.601775444677132,3.55997017481983,"Area.Other.Kharif.Pulses"
157,10059,4103,0.41,190.75,63.5,0.38875,NA,NA,NA,1223,1175.5,0.955,2005.28571428571,2198.71428571429,1.13285714285714,7834.875,3266.25,0.41625,1914,1764.18181818182,0.922727272727273,2022.55555555556,1692.44444444444,0.842222222222222,NA,NA,NA,1810.75,1579.375,0.85875,27060.2162698413,15842.9655483405,0.585470766026272,4.0872730657301,"Area.Other.Kharif.Pulses"
158,21151,10964,0.52,1187.375,461.25,0.3825,5,2,0.38,2428,2340,0.955,3930.28571428571,4371.57142857143,1.12571428571429,17893,7611.5,0.4275,7210.63636363636,7038.45454545455,0.954545454545455,217.666666666667,177,0.825555555555556,NA,NA,NA,9499.875,8504.125,0.85625,63522.8387445887,41469.900974026,0.652834504779726,4.32693929820291,"Area.Other.Kharif.Pulses"
159,2939,1722,0.59,756.875,500.625,0.655,1,1,1,622,1109,1.785,957.428571428571,1595.85714285714,1.64142857142857,2304.25,1577.5,0.6825,1196.54545454545,1519.72727272727,1.28636363636364,936.666666666667,798,0.857777777777778,NA,NA,NA,1715.25,1826.875,1.015,11429.0156926407,10650.5844155844,0.931889910908293,6.19802235669067,"Area.Other.Kharif.Pulses"
160,3595,2110,0.59,1436.875,979,0.69375,2.5,1,0.3,4087.5,7414.5,1.785,1588.14285714286,2674.42857142857,1.64571428571429,1989.25,1459,0.74625,1753.18181818182,2225.63636363636,1.28636363636364,131.444444444444,108.888888888889,0.86,NA,NA,NA,2499.375,2604.875,1.01375,17083.2691197691,19577.3288239538,1.14599428755112,6.14222560133054,"Area.Other.Rabi.Pulses"
161,5945,4147,0.7,2104.75,1574,0.71625,1,0,0.1,1493,2667.5,1.785,1875,3322.14285714286,1.67571428571429,2395.875,1586,0.66625,3822.63636363636,4669.45454545455,1.25272727272727,5,4,0.867777777777778,NA,NA,NA,4011.125,5228.25,1.4175,21653.3863636364,23198.3474025974,1.07134962693667,5.72073576176289,"Area.Other.Kharif.Pulses"
162,4083,3095,0.76,994.375,694.625,0.655,NA,NA,NA,810.5,1446,1.785,813.857142857143,1413.85714285714,1.64571428571429,2668.625,1921.5,0.74,8452.54545454545,10204.5454545455,1.23545454545455,91.3333333333333,89.2222222222222,0.86,NA,NA,NA,4349.375,5217.125,1.20375,22263.6109307359,24081.8748196248,1.08166976572424,4.25570767572455,"Area.Gram"
163,9115,4968,0.55,859.2,583,0.668,NA,NA,NA,2351.5,4490,1.9,2751.25,4365,1.5525,7215.2,3638.6,0.506,25158.5,35629.75,1.41625,449.666666666667,412.166666666667,0.921666666666667,NA,NA,NA,8726,12821.5,1.46333333333333,56626.3166666667,66908.0166666667,1.18157105397696,3.73602884648365,"Area.Gram"
164,10507,4477,0.43,1235.5,679.125,0.5625,NA,NA,NA,2204,3626,1.645,4676.14285714286,7774,1.63714285714286,10716.875,6056.125,0.54875,22752.7272727273,27452.1818181818,1.16909090909091,835.111111111111,715.888888888889,0.855555555555556,NA,NA,NA,11617.875,23418.75,1.8075,64545.2312409812,74199.0707070707,1.14956704438856,4.59397992635603,"Area.Gram"
165,34492,17763,0.51,843.625,316.375,0.36875,4,1,0.195,53577.5,53442,0.995,47736,74203.2857142857,1.53142857142857,21795.625,5690.125,0.33875,59446.7272727273,59784.3636363636,0.98,42727.1111111111,37672.3333333333,0.896666666666667,NA,NA,NA,8505,9898,1.16625,269127.588383838,258770.482683983,0.961516001529044,5.91427266772051,"Area.Gram"
166,73774,30704,0.42,4798.125,1058,0.21375,2,1,0.5,68246.5,67672,1,51722.4285714286,73803.2857142857,1.39285714285714,56266,12361.5,0.2625,56812.8181818182,50997.2727272727,0.890909090909091,31829.4444444444,22819.7777777778,0.72,NA,NA,NA,3176,2437.5,0.75625,346627.316197691,261854.336219336,0.755434796921756,5.94357814519571,"Area.Other.Kharif.Pulses"
167,94139,75110,0.8,4035.125,1822.875,0.425,NA,NA,NA,53684.5,57087.5,1.06,48689.4285714286,54057.1428571429,1.05857142857143,89363.375,43422,0.45125,38138.3636363636,37640.4545454545,0.999090909090909,28844.1111111111,23531.3333333333,0.834444444444444,NA,NA,NA,101.166666666667,86.8333333333333,0.901666666666667,356995.06998557,292758.139069264,0.820062134418544,5.22243482929962,"Area.Other.Kharif.Pulses"
168,39657,11860,0.3,3060.875,631.125,0.21125,NA,NA,NA,23000.5,14977,0.64,18459,18710.1428571429,0.998571428571429,21137.125,5985.25,0.26625,84255.1818181818,63878.9090909091,0.748181818181818,40604.5555555556,24600.8888888889,0.634444444444444,NA,NA,NA,17542.25,14261.25,0.8475,247716.487373737,154904.565836941,0.625330059695347,5.13330840219807,"Area.Gram"
169,44284,16350,0.37,6132.25,1481.625,0.24375,8,2.5,0.4025,45194,20828,0.485,33767.2857142857,27813.8571428571,0.822857142857143,33553.875,9620.125,0.295,64226,45191.8181818182,0.706363636363636,24567.6666666667,11315.8888888889,0.486666666666667,NA,NA,NA,4473.75,3242,0.76375,256206.827380952,135845.814213564,0.530219337252773,5.93731399000232,"Area.Gram"
170,6817,1716,0.25,1967.75,530.625,0.255,1,1,1,1626,843.5,0.52,1467.57142857143,1434.42857142857,0.93,4724,1399.25,0.29375,101145.090909091,74380.5454545455,0.725454545454545,39661.1111111111,22847.1111111111,0.588888888888889,NA,NA,NA,18584.5,19651.875,1.05625,175994.023448773,122804.335137085,0.69777559902669,2.53340872955166,"Area.Gram"
171,2084,633,0.3,1124.25,296.75,0.27125,NA,NA,NA,457,253,0.545,346.714285714286,293.285714285714,0.867142857142857,1214.375,336.75,0.26875,45794.3636363636,32087.0909090909,0.689090909090909,16060.7777777778,10143.8888888889,0.651111111111111,NA,NA,NA,15530.25,15784.375,1.06375,82611.7306998557,59828.1405122655,0.724208777681134,2.62118220209443,"Area.Gram"
172,12959,6364,0.49,2474.125,1549.75,0.5775,NA,NA,NA,1543.5,1446,0.93,1726.57142857143,1680.57142857143,0.961428571428571,8548.5,4441.75,0.5125,45371.9090909091,48753,1.07272727272727,1571.88888888889,1187.66666666667,0.756666666666667,NA,NA,NA,20305.625,27179.875,1.3475,94501.1194083694,92602.6130952381,0.979910224079704,3.27615560425363,"Area.Gram"
173,9956,4124,0.41,2543,1558.125,0.6225,3,1,0.33,4247,3912.5,0.93,4363.85714285714,4335.71428571429,0.984285714285714,10006.625,4580.5,0.45875,4644.36363636364,4106.90909090909,0.885454545454545,46,30.4444444444444,0.722222222222222,NA,NA,NA,10647.375,12406.375,1.11125,46457.2207792208,35055.5678210678,0.754577377490204,5.71364155932921,"Area.Arhar..Tur."
174,1937,880,0.45,238.25,157.75,0.63875,NA,NA,NA,1190,1059,0.93,1629,1572.42857142857,0.961428571428571,1297.125,663.5,0.51,14257.4545454545,14984.4545454545,1.05909090909091,103,69.8888888888889,0.714444444444444,NA,NA,NA,9162.875,15214.5,1.59875,29814.7045454545,34601.522005772,1.16055223532467,2.99495256319257,"Area.Gram"
175,7639,5340,0.7,3523.57142857143,2135.71428571429,0.607142857142857,NA,NA,NA,4528.5,4198.5,0.93,5013.33333333333,4702.66666666667,0.923333333333333,3612.625,2042.125,0.535,19530.3636363636,17525.5454545455,0.897272727272727,7698.25,5181.875,0.67375,NA,NA,NA,15707.375,23267.875,1.45125,67253.0183982684,64394.3014069264,0.957493105002175,5.53687191015544,"Area.Gram"
176,13567,7212,0.53,80.5,39.375,0.54125,3.66666666666667,1.66666666666667,0.466666666666667,3265,3110.5,0.955,3288.28571428571,3370,1.04285714285714,9264.25,4860.25,0.52,1908,1838.90909090909,0.972727272727273,23385,21256.2222222222,0.896666666666667,NA,NA,NA,4450.625,4341.375,0.97,59212.3273809524,46030.297979798,0.777376941859663,4.06892992714314,"Area.Masoor"
177,2454,988,0.4,586.875,329.5,0.53625,NA,NA,NA,2403.5,2289,0.955,2932.14285714286,3016.57142857143,1.06142857142857,3239.25,1403.125,0.455,2160.63636363636,2219.72727272727,0.989090909090909,2443.22222222222,2073.44444444444,0.857777777777778,NA,NA,NA,2704.25,3041,1.14,18923.8764430014,15360.3681457431,0.811692477067711,7.28105899415895,"Area.Urad"
178,3163,857,0.27,260.375,157,0.535,NA,NA,NA,4641,4419.5,0.955,4890.85714285714,4909.14285714286,1.02571428571429,3272.25,1359.75,0.41875,1496.09090909091,1474,0.992727272727273,292.888888888889,257.888888888889,0.903333333333333,NA,NA,NA,3194.75,3302.875,1.05,21211.2119408369,16737.1567460317,0.789071213503293,5.71177324696988,"Area.Peas...Beans..Pulses."
179,10283,5855,0.57,1026.625,594.5,0.54125,NA,NA,NA,10160,9673.5,0.955,9431.57142857143,9777.42857142857,1.05,9312.75,5236.875,0.5625,6966.45454545455,6983.81818181818,1,5267.22222222222,5017,0.948888888888889,NA,NA,NA,8772.375,13331.5,1.485,61219.9981962482,56469.6217532468,0.922404825498793,6.95429825510662,"Area.Other.Kharif.Pulses"
180,1695,924,0.55,35.1428571428571,14.8571428571429,0.477142857142857,NA,NA,NA,1368,1300.5,0.955,1617,1747,1.11714285714286,1590.875,708.25,0.425,1197.36363636364,794.545454545455,0.781818181818182,46848.5555555556,37626.5555555556,0.806666666666667,NA,NA,NA,5031.125,2885.375,0.5825,59383.062049062,46001.0831529582,0.774649901262287,1.58031264550279,"Area.Masoor"
181,332,186,0.56,19.7142857142857,12.5714285714286,0.642857142857143,11,4,0.36,134,127.5,0.955,194.285714285714,217.285714285714,1.11857142857143,521.375,208.75,0.40875,377.727272727273,262.363636363636,0.781818181818182,23060,16202.2222222222,0.703333333333333,NA,NA,NA,3415.375,2039.875,0.5825,28065.4772727273,19260.568001443,0.686272597977855,1.44789981918433,"Area.Masoor"
182,1458,818,0.56,7.5,4.33333333333333,0.45,2.5,1,0.415,1671.5,1591,0.955,1955.71428571429,2142.71428571429,1.11857142857143,1833.625,689.875,0.39375,794.090909090909,565.545454545455,0.765454545454545,25664.8888888889,22597.4444444444,0.887777777777778,NA,NA,NA,7127.375,3798.875,0.54,40515.1940836941,32208.7875180375,0.794980457245308,2.27281634276618,"Area.Masoor"
183,418,229,0.55,49.5,29.25,0.54375,1,0.5,0.5,3484,3318,0.955,4009.71428571429,4434,1.11714285714286,664.5,292.75,0.42875,3972.27272727273,2894.90909090909,0.779090909090909,14863.1111111111,11809.2222222222,0.798888888888889,NA,NA,NA,6459.125,3560.625,0.555,33921.2231240981,26568.2563131313,0.783234030681424,3.7450412199771,"Area.Masoor"
184,535,300,0.56,15.75,7.75,0.39,NA,NA,NA,3610,3441,0.955,4274.57142857143,4683.71428571429,1.08571428571429,472.875,202.875,0.44125,862.727272727273,781.454545454545,0.8,4457.88888888889,3511.77777777778,0.786666666666667,NA,NA,NA,3594.125,2005.75,0.5675,17822.9375901876,14934.3216089466,0.837927055143182,4.86093655370435,"Area.Masoor"
185,584,310,0.53,44.125,27.625,0.61625,NA,NA,NA,5637,5378,0.955,6282.14285714286,6319,1.02428571428571,321.125,170.5,0.48375,2555.09090909091,2069.27272727273,0.797272727272727,1844.66666666667,1437.11111111111,0.773333333333333,NA,NA,NA,6218.625,4073.625,0.645,23486.7754329004,19785.1338383838,0.842394644377989,4.58583062787412,"Area.Peas...Beans..Pulses."
186,62,35,0.56,2,1,0.5,NA,NA,NA,3201.5,3046,0.955,3903.57142857143,4103.71428571429,1.06142857142857,21.5,9,0.42875,612.272727272727,487.909090909091,0.792727272727273,1309.77777777778,1029.66666666667,0.783333333333333,NA,NA,NA,3046.5,1845.625,0.615,12159.1219336219,10557.91504329,0.868312292690783,4.0106036165486,"Area.Peas...Beans..Pulses."
187,161,85,0.53,68.25,40.625,0.58375,NA,NA,NA,1255.5,1198,0.955,1323.57142857143,1683.57142857143,1.26571428571429,78.875,41.75,0.525,68.0909090909091,57.9090909090909,0.836363636363636,11325,8322.88888888889,0.731111111111111,NA,NA,NA,1002.375,650.5,0.62,15282.6623376623,12080.2444083694,0.790454185367889,1.76098828088012,"Area.Masoor"
188,79,41,0.52,42.375,29.125,0.56875,NA,NA,NA,2321,2207,0.955,2827.71428571429,3593.57142857143,1.26428571428571,49.375,22.125,0.475,1008.18181818182,851.545454545455,0.838181818181818,2239,1792.88888888889,0.777777777777778,NA,NA,NA,8003.875,5098.375,0.60875,16570.5211038961,13635.6307720058,0.822884849939917,3.28899807778492,"Area.Arhar..Tur."
189,738,376,0.51,152.875,96.125,0.59875,2.5,1,0.415,495.5,472,0.955,631.571428571429,802,1.26428571428571,261.625,136.375,0.535,19.6363636363636,16.9090909090909,0.868181818181818,3483.33333333333,2645.22222222222,0.75,NA,NA,NA,1014.125,623.125,0.62,6799.16612554113,5168.75631313131,0.760204445323793,3.20069538853256,"Area.Masoor"
190,208,112,0.54,112.571428571429,68.7142857142857,0.642857142857143,8,3,0.38,1816,1727,0.955,2317.57142857143,2942.85714285714,1.26428571428571,14.1428571428571,6.28571428571429,0.48,217.363636363636,183.454545454545,0.837272727272727,848.666666666667,654.888888888889,0.754444444444444,NA,NA,NA,7733.75,5093,0.62625,13276.066017316,10791.2005772006,0.812831192849266,2.54321591408971,"Area.Arhar..Tur."
191,520,281,0.54,64.375,41.5,0.61625,NA,NA,NA,7092,8576,1.19,8289.42857142857,9915.28571428571,1.19857142857143,383.875,189.125,0.495,4131.45454545455,4466.63636363636,1.09545454545455,147,154.333333333333,1.05777777777778,NA,NA,NA,10207.875,8195.375,0.78125,30836.0081168831,31819.2554112554,1.03188633530791,3.94999451938341,"Area.Arhar..Tur."
192,93,50,0.54,66.125,43.125,0.60875,NA,NA,NA,1900.5,2255,1.19,1977.57142857143,2340.14285714286,1.18571428571429,40.25,18.75,0.4775,1411.72727272727,1534.54545454545,1.09545454545455,484.444444444444,526.222222222222,1.05888888888889,NA,NA,NA,2974.5,2338.625,0.71125,8948.11814574315,9106.41053391053,1.01769001991136,4.30185150640778,"Area.Arhar..Tur."
193,316,166,0.53,223.75,145.5,0.645,NA,NA,NA,3089,3712,1.19,2502.71428571429,2970.14285714286,1.18571428571429,18.875,9.75,0.5175,4061.90909090909,4329.36363636364,1.04636363636364,18942,20063,1.05888888888889,NA,NA,NA,6659.125,5473.5,0.7825,35813.3733766234,36869.2564935065,1.02948292822849,2.94445141893526,"Area.Masoor"
194,5965,4080,0.68,654.5,475,0.6575,NA,NA,NA,5459,7607,1.365,6277.71428571429,7402.42857142857,1.18571428571429,6146.25,3676.75,0.60375,6315.81818181818,6406.18181818182,0.994545454545455,127.666666666667,98.3333333333333,0.778888888888889,NA,NA,NA,10710,11146.125,0.93125,41655.9491341991,40891.8187229437,0.981656151710919,5.83058215290778,"Area.Arhar..Tur."
195,1942,1175,0.61,325.875,215.5,0.61375,1,0,0.1,5031.5,6032,1.365,4784.71428571429,5544,1.18142857142857,1366.375,823.125,0.6,4699.09090909091,4358.18181818182,0.920909090909091,13896.7777777778,13270.7777777778,0.965555555555556,NA,NA,NA,6927.125,7352.25,0.9875,38974.457972583,38770.8345959596,0.994775466107403,4.78969451642417,"Area.Masoor"
196,190,137,0.72,67.625,37,0.555,6.5,2.5,0.665,2564,3330.5,1.365,2033.42857142857,2333,1.17285714285714,185.375,99.75,0.595,1824.27272727273,1673.18181818182,0.914545454545455,10893.2222222222,6141.66666666667,0.584444444444444,NA,NA,NA,2872.125,2583.5,0.8575,20636.5485209235,16338.0984848485,0.791706930462872,3.01983375942331,"Area.Masoor"
197,1291,802,0.62,333,132.75,0.3925,10.3333333333333,4,0.296666666666667,2620.5,3569.5,1.365,2838.42857142857,3541.85714285714,1.24285714285714,2034.125,1152.5,0.5725,2568.81818181818,2577.45454545455,0.998181818181818,217.111111111111,166.111111111111,0.783333333333333,NA,NA,NA,4742.5,4818.75,0.90625,16655.8161976912,16764.9227994228,1.00655066076838,5.55095445806507,"Area.Arhar..Tur."
198,709,351,0.5,24.5,15.25,0.5875,NA,NA,NA,1864.5,2062.5,1.125,1132.85714285714,1279.71428571429,1.12857142857143,667.5,323.25,0.49,1195.45454545455,1047.27272727273,0.892727272727273,5.28571428571429,6,1.17714285714286,NA,NA,NA,4373.75,4419.25,0.90375,9972.8474025974,9504.23701298701,0.953011374716478,3.78635559728803,"Area.Arhar..Tur."
199,658,311,0.47,163.125,46.375,0.3,4.5,1.5,0.35,4770.5,6981,1.465,4566.28571428571,6044.42857142857,1.34285714285714,842.875,410.125,0.48875,15625.7272727273,14935.1818181818,0.96,6153.22222222222,4762.88888888889,0.766666666666667,NA,NA,NA,15181.375,12828.25,0.8375,47965.6102092352,46320.7492784993,0.965707494941465,4.12845739131402,"Area.Gram"
200,3038,1504,0.5,56.5,18.625,0.35,NA,NA,NA,3182.5,1955,0.615,3484.14285714286,3013.57142857143,0.864285714285714,2796.5,1407.625,0.50125,10674.1818181818,9529.27272727273,0.908181818181818,9685.22222222222,6600.77777777778,0.69,NA,NA,NA,13031.875,8526,0.6475,45948.9218975469,32554.8719336219,0.70850132253832,5.06438867561655,"Area.Arhar..Tur."
201,7850,4047,0.52,6407.875,3760.875,0.63375,13.75,5,0.365,284,270.5,0.955,435,767.8,1.72,1903.25,923.25,0.48625,1316.09090909091,1467.54545454545,1.09090909090909,3011,2620.88888888889,0.858888888888889,NA,NA,NA,5580.25,5362.875,1.01625,26801.2159090909,19225.7343434343,0.717345601358072,4.83664198952801,"Area.Other.Kharif.Pulses"
203,NA,NA,NA,321.666666666667,184.555555555556,0.57,NA,NA,NA,974.875,654.375,0.67,1345.55555555556,1264.33333333333,0.941111111111111,207.888888888889,168.888888888889,0.805555555555556,74.75,71.75,0.98125,13657,8062.77777777778,0.586666666666667,NA,NA,NA,5952.88888888889,8504.22222222222,1.41222222222222,22534.625,18910.9027777778,0.839193142897997,2.25829824549968,"Area.Masoor"
204,14.8333333333333,7.16666666666667,0.601666666666667,1346.375,710.25,0.59,NA,NA,NA,310.666666666667,218.666666666667,0.7,231.111111111111,218.777777777778,0.938888888888889,247.666666666667,189.222222222222,0.734444444444444,107,100,0.926666666666667,7813,5929.44444444444,0.761111111111111,NA,NA,NA,2187,2883.77777777778,1.29777777777778,12257.6527777778,10257.3055555556,0.836808297764095,2.21406593716544,"Area.Masoor"
